Year,Reporter,Reporter Code,Partner,Partner Code,Commodity Code,Export,Import,World Exports,World Imports,Reporter_std,Partner_std,RTA_Name,Date of Entry into Force (G),Original signatories,Coverage,RTA Composition,Signatory1,Signatory2,Signatory1_std,Signatory2_std,Agreement Year,Total Partner Trade,Total World Trade,Agreement_Index,key,country,date,GDP,country_std,key_un
2010.0,Indonesia,360.0,Japan,392.0,TOTAL,25781813648.0,16965800792.0,157779000000.0,135663000000.0,Indonesia,Japan,Japan - Indonesia ,2008-07-01,Indonesia; Japan,Goods & Services,Bilateral,Indonesia,Japan,Indonesia,Japan,2008.0,42747614440.0,293442000000.0,2.0,Indonesia-Japan,Indonesia,2010,755094160363.071,Indonesia,Indonesia-Japan
2010.0,Indonesia,360.0,Pakistan,586.0,TOTAL,688187092.0,99229649.0,157779000000.0,135663000000.0,Indonesia,Pakistan,Indonesia - Pakistan,2013-09-01,Indonesia; Pakistan,Goods,Bilateral,Indonesia,Pakistan,Indonesia,Pakistan,2013.0,787416741.0,293442000000.0,-3.0,Indonesia-Pakistan,Indonesia,2010,755094160363.071,Indonesia,Indonesia-Pakistan
2010.0,Israel,376.0,Bulgaria,100.0,TOTAL,112344000.0,60615000.0,58413028000.0,59193894000.0,Israel,Bulgaria,Bulgaria - Israel,2002-01-01,Bulgaria; Israel,Goods,Bilateral,Israel,Bulgaria,Israel,Bulgaria,2002.0,172959000.0,117606922000.0,8.0,Israel-Bulgaria,Israel,2010,238364092298.023,Israel,Israel-Bulgaria
2010.0,Israel,376.0,Mexico,484.0,TOTAL,313900000.0,178420000.0,58413028000.0,59193894000.0,Israel,Mexico,Israel - Mexico,2000-07-01,Israel; Mexico,Goods,Bilateral,Israel,Mexico,Israel,Mexico,2000.0,492320000.0,117606922000.0,10.0,Israel-Mexico,Israel,2010,238364092298.023,Israel,Israel-Mexico
2010.0,Israel,376.0,Romania,642.0,TOTAL,235063000.0,146107000.0,58413028000.0,59193894000.0,Israel,Romania,Romania - Israel,2001-07-01,Israel; Romania,Goods,Bilateral,Israel,Romania,Israel,Romania,2001.0,381170000.0,117606922000.0,9.0,Israel-Romania,Israel,2010,238364092298.023,Israel,Israel-Romania
2010.0,Japan,392.0,Australia,36.0,TOTAL,15897303728.0,45096684248.0,769774000000.0,694059000000.0,Japan,Australia,Japan - Australia ,2015-01-15,Australia; Japan,Goods & Services,Bilateral,Japan,Australia,Japan,Australia,2015.0,60993987976.0,1463833000000.0,-5.0,Japan-Australia,Japan,2010,5759071769013.11,Japan,Japan-Australia
2010.0,Japan,392.0,Brunei Darussalam,96.0,TOTAL,149651852.0,4109743653.0,769774000000.0,694059000000.0,Japan,Brunei Darussalam,Brunei Darussalam - Japan,2008-07-31,Brunei Darussalam; Japan,Goods & Services,Bilateral,Japan,Brunei Darussalam,Japan,Brunei Darussalam,2008.0,4259395505.0,1463833000000.0,2.0,Japan-Brunei Darussalam,Japan,2010,5759071769013.11,Japan,Japan-Brunei Darussalam
2010.0,Japan,392.0,Chile,152.0,TOTAL,2712085888.0,7746331254.0,769774000000.0,694059000000.0,Japan,Chile,Chile - Japan,2007-09-03,Chile; Japan,Goods & Services,Bilateral,Japan,Chile,Japan,Chile,2007.0,10458417142.0,1463833000000.0,3.0,Japan-Chile,Japan,2010,5759071769013.11,Japan,Japan-Chile
2010.0,Japan,392.0,India,699.0,TOTAL,9042206559.0,5698041778.0,769774000000.0,694059000000.0,Japan,India,India - Japan,2011-08-01,India; Japan,Goods & Services,Bilateral,Japan,India,Japan,India,2011.0,14740248337.0,1463833000000.0,-1.0,Japan-India,Japan,2010,5759071769013.11,Japan,Japan-India
2010.0,Japan,392.0,Indonesia,360.0,TOTAL,15926167929.0,28282988562.0,769774000000.0,694059000000.0,Japan,Indonesia,Japan - Indonesia ,2008-07-01,Indonesia; Japan,Goods & Services,Bilateral,Japan,Indonesia,Japan,Indonesia,2008.0,44209156491.0,1463833000000.0,2.0,Japan-Indonesia,Japan,2010,5759071769013.11,Japan,Japan-Indonesia
2010.0,Japan,392.0,Malaysia,458.0,TOTAL,17641280981.0,22700683643.0,769774000000.0,694059000000.0,Japan,Malaysia,Japan - Malaysia,2006-07-13,Japan; Malaysia,Goods & Services,Bilateral,Japan,Malaysia,Japan,Malaysia,2006.0,40341964624.0,1463833000000.0,4.0,Japan-Malaysia,Japan,2010,5759071769013.11,Japan,Japan-Malaysia
2010.0,Japan,392.0,Mexico,484.0,TOTAL,9574495412.0,3479874026.0,769774000000.0,694059000000.0,Japan,Mexico,Japan - Mexico,2005-04-01,Japan; Mexico,Goods & Services,Bilateral,Japan,Mexico,Japan,Mexico,2005.0,13054369438.0,1463833000000.0,5.0,Japan-Mexico,Japan,2010,5759071769013.11,Japan,Japan-Mexico
2010.0,Japan,392.0,Mongolia,496.0,TOTAL,159567724.0,22951393.0,769774000000.0,694059000000.0,Japan,Mongolia,Japan - Mongolia,2016-06-07,Japan; Mongolia,Goods & Services,Bilateral,Japan,Mongolia,Japan,Mongolia,2016.0,182519117.0,1463833000000.0,-6.0,Japan-Mongolia,Japan,2010,5759071769013.11,Japan,Japan-Mongolia
2010.0,Japan,392.0,Peru,604.0,TOTAL,996774464.0,2182218317.0,769774000000.0,694059000000.0,Japan,Peru,Japan - Peru,2012-03-01,Japan; Peru,Goods & Services,Bilateral,Japan,Peru,Japan,Peru,2012.0,3178992781.0,1463833000000.0,-2.0,Japan-Peru,Japan,2010,5759071769013.11,Japan,Japan-Peru
2010.0,Japan,392.0,Philippines,608.0,TOTAL,11064524927.0,7935804388.0,769774000000.0,694059000000.0,Japan,Philippines,Japan - Philippines,2008-12-11,Japan; Philippines,Goods & Services,Bilateral,Japan,Philippines,Japan,Philippines,2008.0,19000329315.0,1463833000000.0,2.0,Japan-Philippines,Japan,2010,5759071769013.11,Japan,Japan-Philippines
2010.0,Japan,392.0,Singapore,702.0,TOTAL,25230214564.0,8169189174.0,769774000000.0,694059000000.0,Japan,Singapore,Japan - Singapore,2002-11-30,Japan; Singapore,Goods & Services,Bilateral,Japan,Singapore,Japan,Singapore,2002.0,33399403738.0,1463833000000.0,8.0,Japan-Singapore,Japan,2010,5759071769013.11,Japan,Japan-Singapore
2010.0,Japan,392.0,Switzerland,757.0,TOTAL,7782610700.0,6804799901.0,769774000000.0,694059000000.0,Japan,Switzerland,Japan - Switzerland ,2009-09-01,Japan; Switzerland,Goods & Services,Bilateral,Japan,Switzerland,Japan,Switzerland,2009.0,14587410601.0,1463833000000.0,1.0,Japan-Switzerland,Japan,2010,5759071769013.11,Japan,Japan-Switzerland
2010.0,Japan,392.0,Thailand,764.0,TOTAL,34191405634.0,21016678661.0,769774000000.0,694059000000.0,Japan,Thailand,Japan - Thailand,2007-11-01,Japan; Thailand,Goods & Services,Bilateral,Japan,Thailand,Japan,Thailand,2007.0,55208084295.0,1463833000000.0,3.0,Japan-Thailand,Japan,2010,5759071769013.11,Japan,Japan-Thailand
2010.0,Japan,392.0,Viet Nam,704.0,TOTAL,8172423107.0,8174871417.0,769774000000.0,694059000000.0,Japan,Vietnam,Japan - Viet Nam ,2009-10-01,Japan; Viet Nam,Goods & Services,Bilateral,Japan,Viet Nam,Japan,Vietnam,2009.0,16347294524.0,1463833000000.0,1.0,Japan-Vietnam,Japan,2010,5759071769013.11,Japan,Japan-Viet Nam
2010.0,Jordan,400.0,Canada,124.0,TOTAL,13528863.0,75935251.0,7023137455.0,15262001378.0,Jordan,Canada,Canada - Jordan,2012-10-01,Canada; Jordan,Goods,Bilateral,Jordan,Canada,Jordan,Canada,2012.0,89464114.0,22285138833.0,-2.0,Jordan-Canada,Jordan,2010,27133804244.3669,Jordan,Jordan-Canada
2010.0,Jordan,400.0,Singapore,702.0,TOTAL,14991930.0,52651827.0,7023137455.0,15262001378.0,Jordan,Singapore,Jordan - Singapore,2005-08-22,Jordan; Singapore,Goods & Services,Bilateral,Jordan,Singapore,Jordan,Singapore,2005.0,67643757.0,22285138833.0,5.0,Jordan-Singapore,Jordan,2010,27133804244.3669,Jordan,Jordan-Singapore
2010.0,Jordan,400.0,Turkey,792.0,TOTAL,60795835.0,558397875.0,7023137455.0,15262001378.0,Jordan,Türkiye,Türkiye - Jordan,2011-03-01,Jordan; Türkiye,Goods,Bilateral,Jordan,Türkiye,Jordan,Türkiye,2011.0,619193710.0,22285138833.0,-1.0,Jordan-Türkiye,Jordan,2010,27133804244.3669,Jordan,Jordan-Turkey
2010.0,Jordan,400.0,USA,842.0,TOTAL,928399975.0,859625485.0,7023137455.0,15262001378.0,Jordan,United States,United States - Jordan ,2001-12-17,Jordan; United States of America,Goods & Services,Bilateral,Jordan,United States of America,Jordan,United States,2001.0,1788025460.0,22285138833.0,9.0,Jordan-United States,Jordan,2010,27133804244.3669,Jordan,Jordan-USA
2010.0,Kazakhstan,398.0,Armenia,51.0,TOTAL,7600999.0,3212189.0,57244063938.0,24023626743.0,Kazakhstan,Armenia,Armenia - Kazakhstan,2001-12-25,Armenia; Kazakhstan,Goods,Bilateral,Kazakhstan,Armenia,Kazakhstan,Armenia,2001.0,10813188.0,81267690681.0,9.0,Kazakhstan-Armenia,Kazakhstan,2010,148047348240.643,Kazakhstan,Kazakhstan-Armenia
2010.0,Latvia,428.0,Bulgaria,100.0,TOTAL,14068633.0,19460210.0,8850801231.0,11143287701.0,Latvia,Bulgaria,Bulgaria - Latvia,2003-04-01,Bulgaria; Latvia,Goods,Bilateral,Latvia,Bulgaria,Latvia,Bulgaria,2003.0,33528843.0,19994088932.0,7.0,Latvia-Bulgaria,Latvia,2010,23956163076.5575,Latvia,Latvia-Bulgaria
2010.0,Latvia,428.0,Hungary,348.0,TOTAL,34248044.0,147747052.0,8850801231.0,11143287701.0,Latvia,Hungary,Hungary - Latvia,2000-01-01,Hungary; Latvia,Goods,Bilateral,Latvia,Hungary,Latvia,Hungary,2000.0,181995096.0,19994088932.0,10.0,Latvia-Hungary,Latvia,2010,23956163076.5575,Latvia,Latvia-Hungary
2010.0,Latvia,428.0,Turkey,792.0,TOTAL,62334312.0,51737100.0,8850801231.0,11143287701.0,Latvia,Türkiye,Türkiye - Latvia,2000-07-01,Latvia; Türkiye,Goods,Bilateral,Latvia,Türkiye,Latvia,Türkiye,2000.0,114071412.0,19994088932.0,10.0,Latvia-Türkiye,Latvia,2010,23956163076.5575,Latvia,Latvia-Turkey
2010.0,Lithuania,440.0,Bulgaria,100.0,TOTAL,43844397.0,51306371.0,20813922632.0,23378047393.0,Lithuania,Bulgaria,Bulgaria - Lithuania,2002-03-01,Bulgaria; Lithuania,Goods,Bilateral,Lithuania,Bulgaria,Lithuania,Bulgaria,2002.0,95150768.0,44191970025.0,8.0,Lithuania-Bulgaria,Lithuania,2010,37128694028.243,Lithuania,Lithuania-Bulgaria
2010.0,Lithuania,440.0,Hungary,348.0,TOTAL,75928844.0,187115841.0,20813922632.0,23378047393.0,Lithuania,Hungary,Hungary - Lithuania,2000-03-01,Hungary; Lithuania,Goods,Bilateral,Lithuania,Hungary,Lithuania,Hungary,2000.0,263044685.0,44191970025.0,10.0,Lithuania-Hungary,Lithuania,2010,37128694028.243,Lithuania,Lithuania-Hungary
2010.0,Malaysia,458.0,Australia,36.0,TOTAL,7467064443.0,3175401775.0,198791000000.0,164586000000.0,Malaysia,Australia,Malaysia - Australia,2013-01-01,Australia; Malaysia,Goods & Services,Bilateral,Malaysia,Australia,Malaysia,Australia,2013.0,10642466218.0,363377000000.0,-3.0,Malaysia-Australia,Malaysia,2010,255016609232.871,Malaysia,Malaysia-Australia
2010.0,Malaysia,458.0,Chile,152.0,TOTAL,83362110.0,230499601.0,198791000000.0,164586000000.0,Malaysia,Chile,Chile - Malaysia,2012-02-25,Chile; Malaysia,Goods,Bilateral,Malaysia,Chile,Malaysia,Chile,2012.0,313861711.0,363377000000.0,-2.0,Malaysia-Chile,Malaysia,2010,255016609232.871,Malaysia,Malaysia-Chile
2010.0,Malaysia,458.0,India,699.0,TOTAL,6516310689.0,2483597009.0,198791000000.0,164586000000.0,Malaysia,India,India - Malaysia,2011-07-01,India; Malaysia,Goods & Services,Bilateral,Malaysia,India,Malaysia,India,2011.0,8999907698.0,363377000000.0,-1.0,Malaysia-India,Malaysia,2010,255016609232.871,Malaysia,Malaysia-India
2010.0,Malaysia,458.0,Japan,392.0,TOTAL,20611236466.0,20704520362.0,198791000000.0,164586000000.0,Malaysia,Japan,Japan - Malaysia,2006-07-13,Japan; Malaysia,Goods & Services,Bilateral,Malaysia,Japan,Malaysia,Japan,2006.0,41315756828.0,363377000000.0,4.0,Malaysia-Japan,Malaysia,2010,255016609232.871,Malaysia,Malaysia-Japan
2010.0,Malaysia,458.0,New Zealand,554.0,TOTAL,930859886.0,613038919.0,198791000000.0,164586000000.0,Malaysia,New Zealand,New Zealand - Malaysia,2010-08-01,Malaysia; New Zealand,Goods & Services,Bilateral,Malaysia,New Zealand,Malaysia,New Zealand,2010.0,1543898805.0,363377000000.0,0.0,Malaysia-New Zealand,Malaysia,2010,255016609232.871,Malaysia,Malaysia-New Zealand
2010.0,Malaysia,458.0,Pakistan,586.0,TOTAL,2336544945.0,148156344.0,198791000000.0,164586000000.0,Malaysia,Pakistan,Pakistan - Malaysia,2008-01-01,Malaysia; Pakistan,Goods & Services,Bilateral,Malaysia,Pakistan,Malaysia,Pakistan,2008.0,2484701289.0,363377000000.0,2.0,Malaysia-Pakistan,Malaysia,2010,255016609232.871,Malaysia,Malaysia-Pakistan
2010.0,Malaysia,458.0,Turkey,792.0,TOTAL,656990969.0,138388796.0,198791000000.0,164586000000.0,Malaysia,Türkiye,Türkiye - Malaysia,2015-08-01,Malaysia; Türkiye,Goods,Bilateral,Malaysia,Türkiye,Malaysia,Türkiye,2015.0,795379765.0,363377000000.0,-5.0,Malaysia-Türkiye,Malaysia,2010,255016609232.871,Malaysia,Malaysia-Turkey
2010.0,Mauritius,480.0,Pakistan,586.0,TOTAL,1260837.0,43663002.0,1849522324.0,4402331731.0,Mauritius,Pakistan,Mauritius - Pakistan,2007-11-30,Mauritius; Pakistan,Goods,Bilateral,Mauritius,Pakistan,Mauritius,Pakistan,2007.0,44923839.0,6251854055.0,3.0,Mauritius-Pakistan,Mauritius,2010,10003670690.3497,Mauritius,Mauritius-Pakistan
2010.0,Mauritius,480.0,Turkey,792.0,TOTAL,3555852.0,48986787.0,1849522324.0,4402331731.0,Mauritius,Türkiye,Türkiye - Mauritius,2013-06-01,Mauritius; Türkiye,Goods,Bilateral,Mauritius,Türkiye,Mauritius,Türkiye,2013.0,52542639.0,6251854055.0,-3.0,Mauritius-Türkiye,Mauritius,2010,10003670690.3497,Mauritius,Mauritius-Turkey
2010.0,Mexico,484.0,Bolivia (Plurinational State of),68.0,TOTAL,97214274.0,44788616.0,298305000000.0,301482000000.0,Mexico,Bolivia,"Mexico - Bolivia, Plurinational State of ",2010-06-07,"Bolivia, Plurinational State of; Mexico",Goods,Bilateral,Mexico,"Bolivia, Plurinational State of",Mexico,Bolivia,2010.0,142002890.0,599787000000.0,0.0,Mexico-Bolivia,Mexico,2010,1057801295584.05,Mexico,Mexico-Bolivia (Plurinational State of)
2010.0,Mexico,484.0,Brazil,76.0,TOTAL,3781079743.0,4327470261.0,298305000000.0,301482000000.0,Mexico,Brazil,Brazil - Mexico ,2003-05-02,Brazil; Mexico,Goods,Bilateral,Mexico,Brazil,Mexico,Brazil,2003.0,8108550004.0,599787000000.0,7.0,Mexico-Brazil,Mexico,2010,1057801295584.05,Mexico,Mexico-Brazil
2010.0,Mexico,484.0,Cuba,192.0,TOTAL,307234847.0,17775247.0,298305000000.0,301482000000.0,Mexico,Cuba,Mexico - Cuba,2001-02-28,Cuba; Mexico,Goods,Bilateral,Mexico,Cuba,Mexico,Cuba,2001.0,325010094.0,599787000000.0,9.0,Mexico-Cuba,Mexico,2010,1057801295584.05,Mexico,Mexico-Cuba
2010.0,Mexico,484.0,El Salvador,222.0,TOTAL,657077094.0,105187819.0,298305000000.0,301482000000.0,Mexico,El Salvador,Mexico - El Salvador (Mexico - Northern Triangle),2001-03-15,El Salvador; Mexico,Goods & Services,Bilateral,Mexico,El Salvador,Mexico,El Salvador,2001.0,762264913.0,599787000000.0,9.0,Mexico-El Salvador,Mexico,2010,1057801295584.05,Mexico,Mexico-El Salvador
2010.0,Mexico,484.0,Guatemala,320.0,TOTAL,1466551245.0,488378779.0,298305000000.0,301482000000.0,Mexico,Guatemala,Mexico - Guatemala (Mexico - Northern Triangle),2001-03-15,Guatemala; Mexico,Goods & Services,Bilateral,Mexico,Guatemala,Mexico,Guatemala,2001.0,1954930024.0,599787000000.0,9.0,Mexico-Guatemala,Mexico,2010,1057801295584.05,Mexico,Mexico-Guatemala
2010.0,Mexico,484.0,Honduras,340.0,TOTAL,424259726.0,272428054.0,298305000000.0,301482000000.0,Mexico,Honduras,Mexico - Honduras (Mexico - Northern Triangle),2001-06-01,Honduras; Mexico,Goods & Services,Bilateral,Mexico,Honduras,Mexico,Honduras,2001.0,696687780.0,599787000000.0,9.0,Mexico-Honduras,Mexico,2010,1057801295584.05,Mexico,Mexico-Honduras
2010.0,Mexico,484.0,Israel,376.0,TOTAL,88768637.0,510169286.0,298305000000.0,301482000000.0,Mexico,Israel,Israel - Mexico,2000-07-01,Israel; Mexico,Goods,Bilateral,Mexico,Israel,Mexico,Israel,2000.0,598937923.0,599787000000.0,10.0,Mexico-Israel,Mexico,2010,1057801295584.05,Mexico,Mexico-Israel
2010.0,Mexico,484.0,Japan,392.0,TOTAL,1923189954.0,15014690580.0,298305000000.0,301482000000.0,Mexico,Japan,Japan - Mexico,2005-04-01,Japan; Mexico,Goods & Services,Bilateral,Mexico,Japan,Mexico,Japan,2005.0,16937880534.0,599787000000.0,5.0,Mexico-Japan,Mexico,2010,1057801295584.05,Mexico,Mexico-Japan
2010.0,Mexico,484.0,Panama,591.0,TOTAL,882423074.0,32351905.0,298305000000.0,301482000000.0,Mexico,Panama,Mexico - Panama,2015-07-01,Mexico; Panama,Goods & Services,Bilateral,Mexico,Panama,Mexico,Panama,2015.0,914774979.0,599787000000.0,-5.0,Mexico-Panama,Mexico,2010,1057801295584.05,Mexico,Mexico-Panama
2010.0,Mexico,484.0,Peru,604.0,TOTAL,973594349.0,337135508.0,298305000000.0,301482000000.0,Mexico,Peru,Peru - Mexico,2012-02-01,Mexico; Peru,Goods & Services,Bilateral,Mexico,Peru,Mexico,Peru,2012.0,1310729857.0,599787000000.0,-2.0,Mexico-Peru,Mexico,2010,1057801295584.05,Mexico,Mexico-Peru
2010.0,Mexico,484.0,Uruguay,858.0,TOTAL,207608709.0,233188678.0,298305000000.0,301482000000.0,Mexico,Uruguay,Mexico - Uruguay,2004-07-15,Mexico; Uruguay,Goods & Services,Bilateral,Mexico,Uruguay,Mexico,Uruguay,2004.0,440797387.0,599787000000.0,6.0,Mexico-Uruguay,Mexico,2010,1057801295584.05,Mexico,Mexico-Uruguay
2010.0,Montenegro,499.0,Turkey,792.0,TOTAL,6600607.0,37018184.0,436575412.0,2181940294.0,Montenegro,Türkiye,Türkiye - Montenegro,2010-03-01,Türkiye; Montenegro,Goods,Bilateral,Montenegro,Türkiye,Montenegro,Türkiye,2010.0,43618791.0,2618515706.0,0.0,Montenegro-Türkiye,Montenegro,2010,4143033275.88493,Montenegro,Montenegro-Turkey
2010.0,Montenegro,499.0,Ukraine,804.0,TOTAL,492495.0,3952754.0,436575412.0,2181940294.0,Montenegro,Ukraine,Ukraine - Montenegro,2013-01-01,Ukraine; Montenegro,Goods & Services,Bilateral,Montenegro,Ukraine,Montenegro,Ukraine,2013.0,4445249.0,2618515706.0,-3.0,Montenegro-Ukraine,Montenegro,2010,4143033275.88493,Montenegro,Montenegro-Ukraine
2010.0,Morocco,504.0,Turkey,792.0,TOTAL,342271202.0,762977296.0,17764791264.0,35378881794.0,Morocco,Türkiye,Türkiye - Morocco,2006-01-01,Morocco; Türkiye,Goods,Bilateral,Morocco,Türkiye,Morocco,Türkiye,2006.0,1105248498.0,53143673058.0,4.0,Morocco-Türkiye,Morocco,2010,93216746661.5977,Morocco,Morocco-Turkey
2010.0,Morocco,504.0,USA,842.0,TOTAL,669896067.0,2494765817.0,17764791264.0,35378881794.0,Morocco,United States,United States - Morocco,2006-01-01,Morocco; United States of America,Goods & Services,Bilateral,Morocco,United States of America,Morocco,United States,2006.0,3164661884.0,53143673058.0,4.0,Morocco-United States,Morocco,2010,93216746661.5977,Morocco,Morocco-USA
2010.0,Morocco,504.0,United Arab Emirates,784.0,TOTAL,149541903.0,195266572.0,17764791264.0,35378881794.0,Morocco,United Arab Emirates,Morocco - United Arab Emirates,2003-07-09,Morocco; United Arab Emirates,Goods,Bilateral,Morocco,United Arab Emirates,Morocco,United Arab Emirates,2003.0,344808475.0,53143673058.0,7.0,Morocco-United Arab Emirates,Morocco,2010,93216746661.5977,Morocco,Morocco-United Arab Emirates
2010.0,Nepal,524.0,India,699.0,TOTAL,570594163.0,3252656086.0,874201149.0,5115880475.0,Nepal,India,India - Nepal,2009-10-27,India; Nepal,Goods,Bilateral,Nepal,India,Nepal,India,2009.0,3823250249.0,5990081624.0,1.0,Nepal-India,Nepal,2010,16002656434.4746,Nepal,Nepal-India
2010.0,New Zealand,554.0,China,156.0,TOTAL,3480748434.0,4887414544.0,31392977516.0,30615545274.0,New Zealand,China,China - New Zealand,2008-10-01,China; New Zealand,Goods & Services,Bilateral,New Zealand,China,New Zealand,China,2008.0,8368162978.0,62008522790.0,2.0,New Zealand-China,New Zealand,2010,146517541181.254,New Zealand,New Zealand-China
2010.0,New Zealand,554.0,"China, Hong Kong SAR",344.0,TOTAL,624352281.0,106112252.0,31392977516.0,30615545274.0,New Zealand,Hong Kong,"Hong Kong, China - New Zealand",2011-01-01,"Hong Kong, China; New Zealand",Goods & Services,Bilateral,New Zealand,"Hong Kong, China",New Zealand,Hong Kong,2011.0,730464533.0,62008522790.0,-1.0,New Zealand-Hong Kong,New Zealand,2010,146517541181.254,New Zealand,"New Zealand-China, Hong Kong SAR"
2010.0,New Zealand,554.0,Malaysia,458.0,TOTAL,559375780.0,1101255987.0,31392977516.0,30615545274.0,New Zealand,Malaysia,New Zealand - Malaysia,2010-08-01,Malaysia; New Zealand,Goods & Services,Bilateral,New Zealand,Malaysia,New Zealand,Malaysia,2010.0,1660631767.0,62008522790.0,0.0,New Zealand-Malaysia,New Zealand,2010,146517541181.254,New Zealand,New Zealand-Malaysia
2010.0,New Zealand,554.0,Rep. of Korea,410.0,TOTAL,1019578511.0,1002617495.0,31392977516.0,30615545274.0,New Zealand,South Korea,"Korea, Republic of - New Zealand",2015-12-20,"Korea, Republic of; New Zealand",Goods & Services,Bilateral,New Zealand,"Korea, Republic of",New Zealand,South Korea,2015.0,2022196006.0,62008522790.0,-5.0,New Zealand-South Korea,New Zealand,2010,146517541181.254,New Zealand,New Zealand-Rep. of Korea
2010.0,New Zealand,554.0,Singapore,702.0,TOTAL,595841212.0,1172270138.0,31392977516.0,30615545274.0,New Zealand,Singapore,New Zealand - Singapore,2001-01-01,New Zealand; Singapore,Goods & Services,Bilateral,New Zealand,Singapore,New Zealand,Singapore,2001.0,1768111350.0,62008522790.0,9.0,New Zealand-Singapore,New Zealand,2010,146517541181.254,New Zealand,New Zealand-Singapore
2010.0,New Zealand,554.0,Thailand,764.0,TOTAL,489739809.0,991408322.0,31392977516.0,30615545274.0,New Zealand,Thailand,Thailand - New Zealand,2005-07-01,New Zealand; Thailand,Goods & Services,Bilateral,New Zealand,Thailand,New Zealand,Thailand,2005.0,1481148131.0,62008522790.0,5.0,New Zealand-Thailand,New Zealand,2010,146517541181.254,New Zealand,New Zealand-Thailand
2010.0,Nicaragua,558.0,Chile,152.0,TOTAL,5328078.0,18134548.0,1847628973.0,4190756091.0,Nicaragua,Chile,Chile - Nicaragua (Chile - Central America),2012-10-19,Chile; Nicaragua,Goods & Services,Bilateral,Nicaragua,Chile,Nicaragua,Chile,2012.0,23462626.0,6038385064.0,-2.0,Nicaragua-Chile,Nicaragua,2010,8758639096.47693,Nicaragua,Nicaragua-Chile
2010.0,Nicaragua,558.0,Panama,591.0,TOTAL,11045762.0,12609393.0,1847628973.0,4190756091.0,Nicaragua,Panama,Panama - Nicaragua (Panama - Central America),2009-11-21,Nicaragua; Panama,Goods & Services,Bilateral,Nicaragua,Panama,Nicaragua,Panama,2009.0,23655155.0,6038385064.0,1.0,Nicaragua-Panama,Nicaragua,2010,8758639096.47693,Nicaragua,Nicaragua-Panama
2010.0,North Macedonia,807.0,Albania,8.0,TOTAL,72384475.0,22917189.0,3351429173.0,5474483348.0,North Macedonia,Albania,Albania - North Macedonia,2002-07-01,Albania; North Macedonia,Goods,Bilateral,North Macedonia,Albania,North Macedonia,Albania,2002.0,95301664.0,8825912521.0,8.0,North Macedonia-Albania,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Albania
2010.0,North Macedonia,807.0,Bosnia Herzegovina,70.0,TOTAL,84951469.0,49140536.0,3351429173.0,5474483348.0,North Macedonia,Bosnia and Herzegovina,North Macedonia - Bosnia and Herzegovina,2002-07-15,Bosnia and Herzegovina; North Macedonia,Goods,Bilateral,North Macedonia,Bosnia and Herzegovina,North Macedonia,Bosnia and Herzegovina,2002.0,134092005.0,8825912521.0,8.0,North Macedonia-Bosnia and Herzegovina,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Bosnia Herzegovina
2010.0,North Macedonia,807.0,Bulgaria,100.0,TOTAL,294034579.0,301962016.0,3351429173.0,5474483348.0,North Macedonia,Bulgaria,Bulgaria - North Macedonia,2000-01-01,Bulgaria; North Macedonia,Goods,Bilateral,North Macedonia,Bulgaria,North Macedonia,Bulgaria,2000.0,595996595.0,8825912521.0,10.0,North Macedonia-Bulgaria,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Bulgaria
2010.0,North Macedonia,807.0,Rep. of Moldova,498.0,TOTAL,355687.0,923357.0,3351429173.0,5474483348.0,North Macedonia,Moldova,Moldova - North Macedonia,2004-12-01,"Moldova, Republic of; North Macedonia",Goods,Bilateral,North Macedonia,"Moldova, Republic of",North Macedonia,Moldova,2004.0,1279044.0,8825912521.0,6.0,North Macedonia-Moldova,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Rep. of Moldova
2010.0,North Macedonia,807.0,Romania,642.0,TOTAL,54311975.0,126816182.0,3351429173.0,5474483348.0,North Macedonia,Romania,Romania - North Macedonia,2004-01-01,Romania; North Macedonia,Goods,Bilateral,North Macedonia,Romania,North Macedonia,Romania,2004.0,181128157.0,8825912521.0,6.0,North Macedonia-Romania,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Romania
2010.0,North Macedonia,807.0,Turkey,792.0,TOTAL,50909431.0,261651485.0,3351429173.0,5474483348.0,North Macedonia,Türkiye,Türkiye - North Macedonia,2000-09-01,Türkiye; North Macedonia,Goods,Bilateral,North Macedonia,Türkiye,North Macedonia,Türkiye,2000.0,312560916.0,8825912521.0,10.0,North Macedonia-Türkiye,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Turkey
2010.0,North Macedonia,807.0,Ukraine,804.0,TOTAL,21270529.0,117624121.0,3351429173.0,5474483348.0,North Macedonia,Ukraine,Ukraine - North Macedonia,2001-07-05,Ukraine; North Macedonia,Goods,Bilateral,North Macedonia,Ukraine,North Macedonia,Ukraine,2001.0,138894650.0,8825912521.0,9.0,North Macedonia-Ukraine,North Macedonia,2010,9407168702.4313,North Macedonia,North Macedonia-Ukraine
